Rooms,Type,Price,Distance,Bedroom,Bathroom,Car,Landsize,Lattitude,Longtitude,Regionname,Total_Schools_per_Region
3,h,1350000,5.9,3,1,3,575,-37.7828,144.9049,Western Metropolitan,229
5,h,1905000,5.9,5,2,2,521,-37.7778,144.9261,Western Metropolitan,229
2,t,865000,5.9,2,2,1,146,-37.7713,144.9038,Western Metropolitan,229
2,t,705000,5.9,2,2,1,113,-37.7712,144.9088,Western Metropolitan,229
2,u,442000,5.9,2,1,1,0,-37.7733,144.9219,Western Metropolitan,229
2,u,540000,5.9,2,2,1,0,-37.7786,144.9141,Western Metropolitan,229
3,h,1037500,5.9,3,1,2,506,-37.7779,144.9133,Western Metropolitan,229
3,t,1050000,5.9,3,2,2,318,-37.7744,144.9035,Western Metropolitan,229
2,u,440000,5.9,2,1,1,0,-37.7749,144.9137,Western Metropolitan,229
2,h,1010000,5.9,2,1,1,325,-37.7722,144.9117,Western Metropolitan,229
4,h,1430000,5.9,4,2,0,418,-37.7766,144.9187,Western Metropolitan,229
2,u,570000,5.9,2,1,1,0,-37.7779,144.9137,Western Metropolitan,229
2,u,690000,5.9,2,1,1,0,-37.7728,144.9169,Western Metropolitan,229
3,h,1291000,5.9,3,1,2,414,-37.7766,144.9185,Western Metropolitan,229
3,h,1130000,5.9,3,2,1,272,-37.7774,144.928,Western Metropolitan,229
3,h,1135000,5.9,3,1,1,296,-37.777,144.9176,Western Metropolitan,229
4,h,950000,5.9,4,2,1,298,-37.7778,144.9131,Western Metropolitan,229
3,u,790000,5.9,3,2,1,0,-37.7722,144.9163,Western Metropolitan,229
2,u,390000,5.9,2,1,1,1957,-37.7731,144.9074,Western Metropolitan,229
4,h,1345000,5.9,4,1,1,552,-37.7769,144.9138,Western Metropolitan,229
3,h,1381500,5.9,3,2,2,416,-37.7727,144.9055,Western Metropolitan,229
3,h,940000,5.9,3,2,2,285,-37.7778,144.9061,Western Metropolitan,229
3,h,995000,5.9,3,2,1,314,-37.7778,144.9042,Western Metropolitan,229
3,h,1050000,5.9,3,1,3,536,-37.7728,144.9076,Western Metropolitan,229
3,h,786000,5.9,3,2,1,576,-37.7816,144.9217,Western Metropolitan,229
2,h,705000,5.9,2,1,3,252,-37.7825,144.9206,Western Metropolitan,229
2,h,760000,5.9,2,1,1,124,-37.7807,144.9285,Western Metropolitan,229
3,u,487500,5.9,3,1,3,0,-37.7723,144.9094,Western Metropolitan,229
3,h,1125000,5.9,3,1,2,512,-37.7783,144.91,Western Metropolitan,229
3,t,1000000,5.9,3,2,2,200,-37.7766,144.9277,Western Metropolitan,229
4,h,1110000,5.9,4,2,1,349,-37.7775,144.913,Western Metropolitan,229
4,h,1300000,5.9,4,1,4,664,-37.7765,144.9132,Western Metropolitan,229
3,h,1060000,5.9,3,1,1,555,-37.7767,144.9125,Western Metropolitan,229
3,h,1410000,5.9,3,2,2,459,-37.7767,144.9124,Western Metropolitan,229
3,h,1305000,5.9,2,1,1,278,-37.7768,144.9223,Western Metropolitan,229
3,h,932500,5.9,3,2,1,254,-37.7738,144.9215,Western Metropolitan,229
3,h,965000,5.9,3,1,0,216,-37.7792,144.9297,Western Metropolitan,229
3,h,1215000,5.9,3,1,1,452,-37.7762,144.9174,Western Metropolitan,229
2,u,545000,5.9,2,1,2,194,-37.7772,144.9118,Western Metropolitan,229
4,h,1705000,5.9,4,2,4,598,-37.7774,144.9104,Western Metropolitan,229
3,h,970000,5.9,2,1,1,194,-37.7756,144.921,Western Metropolitan,229
2,h,925000,5.9,2,1,1,407,-37.7756,144.9105,Western Metropolitan,229
4,h,2650000,11,4,3,2,753,-37.8669,145.0767,Southern Metropolitan,191
3,h,1670000,11,3,2,2,599,-37.8673,145.0688,Southern Metropolitan,191
3,t,955000,11,3,2,2,203,-37.8655,145.0807,Southern Metropolitan,191
3,t,2050000,11,3,3,4,310,-37.874,145.0714,Southern Metropolitan,191
2,u,500000,11,2,1,1,710,-37.8636,145.0794,Southern Metropolitan,191
2,h,1575000,11,2,1,2,679,-37.869,145.0822,Southern Metropolitan,191
3,h,1555000,11,3,2,2,731,-37.8666,145.0676,Southern Metropolitan,191
3,h,1100000,11,3,3,2,276,-37.8699,145.0778,Southern Metropolitan,191
3,h,1337000,11,3,1,2,583,-37.8685,145.0786,Southern Metropolitan,191
8,h,2950000,11,9,7,4,1472,-37.8729,145.0788,Southern Metropolitan,191
4,h,2215000,11,4,2,1,681,-37.8612,145.0858,Southern Metropolitan,191
3,h,1518000,11,3,2,2,516,-37.8675,145.0668,Southern Metropolitan,191
3,h,1710000,11,3,1,2,806,-37.8695,145.084,Southern Metropolitan,191
3,h,1655000,11,3,1,3,780,-37.8599,145.0815,Southern Metropolitan,191
4,h,1550000,11,4,2,2,780,-37.86,145.0817,Southern Metropolitan,191
3,h,1662000,11,3,2,2,351,-37.8742,145.07,Southern Metropolitan,191
3,h,1665000,11,3,2,3,702,-37.8737,145.0695,Southern Metropolitan,191
2,h,1445000,11,2,1,2,704,-37.8745,145.0738,Southern Metropolitan,191
5,h,3510000,11,5,5,2,755,-37.8598,145.0796,Southern Metropolitan,191
3,t,968000,11,3,1,1,227,-37.8709,145.0857,Southern Metropolitan,191
3,t,900000,11,3,2,2,153,-37.8655,145.0808,Southern Metropolitan,191
3,h,1500000,11,3,1,2,545,-37.8605,145.0833,Southern Metropolitan,191
5,h,2752000,11,6,4,2,1075,-37.8714,145.073,Southern Metropolitan,191
3,h,1500000,11,3,2,2,710,-37.8653,145.0897,Southern Metropolitan,191
4,h,1800000,11,4,2,4,749,-37.8669,145.077,Southern Metropolitan,191
3,h,1830000,11,3,2,3,724,-37.8619,145.0879,Southern Metropolitan,191
3,h,1415000,11,3,1,1,605,-37.8703,145.0774,Southern Metropolitan,191
2,h,1440000,11,2,1,1,687,-37.872,145.0692,Southern Metropolitan,191
4,t,1250000,11,4,2,2,321,-37.8693,145.08,Southern Metropolitan,191
3,h,1422000,11,3,1,2,583,-37.8679,145.0781,Southern Metropolitan,191
5,h,1600000,11,5,3,4,700,-37.8724,145.0758,Southern Metropolitan,191
4,h,1860000,11,4,2,3,696,-37.8711,145.0746,Southern Metropolitan,191
3,t,1710000,11,3,2,2,295,-37.8624,145.0798,Southern Metropolitan,191
4,h,1790000,11,4,2,2,514,-37.8664,145.0772,Southern Metropolitan,191
4,h,1950000,11,4,2,2,844,-37.8715,145.0688,Southern Metropolitan,191
3,h,1600000,11,3,1,2,637,-37.8645,145.0797,Southern Metropolitan,191
3,h,1320000,11,3,1,2,1063,-37.8752,145.0754,Southern Metropolitan,191
3,h,1650000,11,3,1,1,697,-37.8636,145.0903,Southern Metropolitan,191
2,h,995000,12.2,2,1,1,583,-37.8693,145.1082,Southern Metropolitan,191
3,h,1250000,12.2,3,1,1,842,-37.867,145.1092,Southern Metropolitan,191
3,u,1045000,12.2,3,2,2,467,-37.8639,145.0968,Southern Metropolitan,191
4,h,1200000,12.2,4,3,2,372,-37.8716,145.0999,Southern Metropolitan,191
2,h,1075000,12.2,2,1,2,695,-37.8694,145.0944,Southern Metropolitan,191
4,h,1500000,12.2,2,2,2,621,-37.8647,145.1023,Southern Metropolitan,191
3,h,1120000,12.2,3,1,2,723,-37.8642,145.1109,Southern Metropolitan,191
2,t,700000,12.2,2,1,2,367,-37.8662,145.109,Southern Metropolitan,191
3,h,761000,12.2,3,2,4,400,-37.8675,145.106,Southern Metropolitan,191
4,h,1270000,12.2,4,2,1,724,-37.8651,145.1109,Southern Metropolitan,191
4,h,1510000,12.2,4,2,2,526,-37.8661,145.1013,Southern Metropolitan,191
3,h,1365000,12.2,3,1,1,792,-37.864,145.0972,Southern Metropolitan,191
4,h,1100000,12.2,3,2,2,803,-37.8621,145.1126,Southern Metropolitan,191
4,h,1415000,12.2,4,3,2,724,-37.8651,145.1107,Southern Metropolitan,191
2,u,690000,12.2,2,1,1,216,-37.8711,145.1017,Southern Metropolitan,191
3,h,1631000,12.2,3,2,3,782,-37.8621,145.1021,Southern Metropolitan,191
4,h,1500000,12.2,4,2,1,593,-37.8655,145.096,Southern Metropolitan,191
3,h,1060000,12.2,2,1,2,772,-37.8707,145.1036,Southern Metropolitan,191
5,h,1529500,12.2,5,3,2,585,-37.8637,145.1024,Southern Metropolitan,191
2,u,600000,12.2,2,1,1,153,-37.8696,145.0962,Southern Metropolitan,191
2,u,535000,12.2,2,1,1,72,-37.8702,145.1042,Southern Metropolitan,191
3,h,785000,12.2,3,1,1,557,-37.8671,145.1117,Southern Metropolitan,191
4,h,1240000,12.2,4,2,2,766,-37.8629,145.1097,Southern Metropolitan,191
2,u,700000,12.2,2,1,2,192,-37.8709,145.102,Southern Metropolitan,191
4,h,1350000,12.2,4,2,1,727,-37.8669,145.1106,Southern Metropolitan,191
2,h,1110000,12.2,2,1,1,586,-37.8683,145.1082,Southern Metropolitan,191
3,h,1305000,12.2,3,1,1,760,-37.858,145.1038,Southern Metropolitan,191
3,h,855000,12.2,3,2,1,320,-37.87,145.1103,Southern Metropolitan,191
3,t,900500,12.2,3,2,2,256,-37.8655,145.1096,Southern Metropolitan,191
3,h,1200000,12.2,3,2,2,839,-37.8614,145.1098,Southern Metropolitan,191
3,t,830000,12.2,2,1,2,212,-37.8723,145.1089,Southern Metropolitan,191
3,h,850000,10.5,3,1,1,593,-37.7677,144.8674,Western Metropolitan,229
3,h,750000,10.5,3,1,1,0,-37.7634,144.8611,Western Metropolitan,229
3,t,851000,10.5,3,3,1,557,-37.77,144.8572,Western Metropolitan,229
3,h,848000,10.5,3,1,2,542,-37.7706,144.8629,Western Metropolitan,229
4,h,806000,10.5,4,2,1,350,-37.7676,144.859,Western Metropolitan,229
4,h,1155000,10.5,3,2,2,569,-37.7654,144.8655,Western Metropolitan,229
3,h,670000,10.5,3,2,2,671,-37.7593,144.871,Western Metropolitan,229
4,h,1200000,10.5,4,5,4,673,-37.7545,144.8736,Western Metropolitan,229
3,h,636000,10.5,2,1,2,571,-37.7605,144.8581,Western Metropolitan,229
3,h,680000,10.5,3,1,2,570,-37.7591,144.8542,Western Metropolitan,229
4,h,1160000,10.5,4,3,2,789,-37.7537,144.8729,Western Metropolitan,229
3,h,750000,10.5,3,1,1,529,-37.7721,144.8576,Western Metropolitan,229
3,h,627500,10.5,3,1,1,550,-37.7632,144.8622,Western Metropolitan,229
3,t,880000,10.5,3,2,2,339,-37.7519,144.8534,Western Metropolitan,229
4,h,950000,10.5,4,3,3,761,-37.7524,144.8714,Western Metropolitan,229
4,h,1600000,10.5,4,3,3,1801,-37.7532,144.8766,Western Metropolitan,229
2,t,585000,10.5,2,1,1,136,-37.7623,144.8613,Western Metropolitan,229
3,h,650000,10.5,3,1,3,574,-37.7627,144.857,Western Metropolitan,229
3,h,725000,10.5,3,1,4,606,-37.752,144.854,Western Metropolitan,229
3,u,665000,10.5,3,2,1,289,-37.7644,144.8657,Western Metropolitan,229
3,h,560500,10.5,3,1,1,177,-37.7664,144.8583,Western Metropolitan,229
3,h,615000,10.5,3,1,2,649,-37.758,144.86,Western Metropolitan,229
3,h,845000,10.5,3,1,3,704,-37.7681,144.8592,Western Metropolitan,229
3,h,585000,10.5,3,1,2,322,-37.7686,144.8576,Western Metropolitan,229
2,u,440000,10.5,2,1,1,263,-37.7697,144.8657,Western Metropolitan,229
3,h,850000,10.5,3,1,2,766,-37.7522,144.8518,Western Metropolitan,229
5,h,850000,10.5,5,2,4,574,-37.7639,144.8615,Western Metropolitan,229
3,h,705000,10.5,3,1,1,581,-37.7691,144.8575,Western Metropolitan,229
4,h,1100000,10.5,4,3,2,873,-37.7609,144.8639,Western Metropolitan,229
3,h,892500,10.5,3,1,1,586,-37.7642,144.8603,Western Metropolitan,229
3,h,695000,10.5,3,1,2,588,-37.771,144.8586,Western Metropolitan,229
2,h,522500,10.5,2,1,1,220,-37.756,144.8641,Western Metropolitan,229
4,h,680000,10.5,4,2,2,554,-37.7649,144.8633,Western Metropolitan,229
3,u,500000,10.5,3,1,1,260,-37.7507,144.8576,Western Metropolitan,229
2,t,550000,10.5,2,1,2,158,-37.7592,144.8681,Western Metropolitan,229
3,h,730000,10.5,3,2,2,705,-37.766,144.8596,Western Metropolitan,229
3,h,875000,10.5,3,1,3,812,-37.765,144.8578,Western Metropolitan,229
3,h,850000,10.5,3,2,8,585,-37.751,144.8571,Western Metropolitan,229
3,h,635000,10.5,3,1,1,597,-37.7568,144.8572,Western Metropolitan,229
4,h,762000,10.5,4,2,2,589,-37.7573,144.8534,Western Metropolitan,229
2,u,411000,10.5,2,1,1,0,-37.7608,144.863,Western Metropolitan,229
4,h,790000,10.5,4,2,2,570,-37.7513,144.859,Western Metropolitan,229
4,h,605000,10.5,4,1,0,569,-37.7563,144.8601,Western Metropolitan,229
3,h,805000,10.5,3,2,2,593,-37.7607,144.8581,Western Metropolitan,229
4,h,890000,10.5,4,2,4,585,-37.757,144.8566,Western Metropolitan,229
3,h,795000,10.5,3,1,1,549,-37.7644,144.8575,Western Metropolitan,229
3,h,634000,10.5,4,2,1,582,-37.7584,144.8568,Western Metropolitan,229
3,h,642000,10.5,3,1,1,590,-37.7567,144.8572,Western Metropolitan,229
3,h,863000,10.5,3,2,3,638,-37.7546,144.8585,Western Metropolitan,229
3,h,740000,10.5,3,1,2,607,-37.7546,144.857,Western Metropolitan,229
4,h,1819000,6.6,3,2,1,244,-37.8668,144.9928,Southern Metropolitan,191
2,u,410000,6.6,2,1,2,0,-37.8731,144.9958,Southern Metropolitan,191
1,u,280000,6.6,1,1,1,0,-37.8733,144.997,Southern Metropolitan,191
2,t,1015000,6.6,2,1,2,114,-37.8723,144.9961,Southern Metropolitan,191
2,u,502500,6.6,2,1,1,0,-37.8725,144.9952,Southern Metropolitan,191
2,u,520000,6.6,2,1,0,0,-37.8742,144.9972,Southern Metropolitan,191
2,u,442000,6.6,2,1,1,0,-37.8726,144.9962,Southern Metropolitan,191
3,h,1193000,6.6,3,1,1,178,-37.8663,144.9948,Southern Metropolitan,191
2,u,416000,6.6,2,1,1,0,-37.8678,144.9966,Southern Metropolitan,191
2,u,820000,6.6,2,1,1,0,-37.8691,144.9974,Southern Metropolitan,191
2,u,474000,6.6,2,1,1,0,-37.8667,144.9917,Southern Metropolitan,191
2,h,981000,6.6,2,1,0,159,-37.874,144.9933,Southern Metropolitan,191
3,h,1690000,6.6,3,2,2,339,-37.872,144.9909,Southern Metropolitan,191
2,u,540000,6.6,2,1,1,483,-37.8727,144.9969,Southern Metropolitan,191
3,h,1080000,6.6,3,1,1,157,-37.8696,144.9925,Southern Metropolitan,191
1,u,500000,6.6,1,1,0,0,-37.873,144.9907,Southern Metropolitan,191
2,u,497500,6.6,2,0,0,0,-37.8739,144.9929,Southern Metropolitan,191
2,h,2100000,9.7,2,1,1,659,-37.8094,145.0807,Southern Metropolitan,191
4,h,1800000,9.7,4,2,2,715,-37.811,145.0958,Southern Metropolitan,191
2,t,1255000,9.7,2,1,1,208,-37.8128,145.0975,Southern Metropolitan,191
3,u,1070000,9.7,3,2,2,206,-37.8161,145.0812,Southern Metropolitan,191
5,h,2570000,9.7,5,3,2,715,-37.8028,145.0768,Southern Metropolitan,191
4,h,2400000,9.7,4,2,2,744,-37.8147,145.0748,Southern Metropolitan,191
3,h,2200000,9.7,3,3,2,651,-37.8085,145.0764,Southern Metropolitan,191
5,h,3250000,9.7,5,5,2,651,-37.8071,145.0908,Southern Metropolitan,191
2,u,806000,9.7,2,1,1,122,-37.8124,145.0916,Southern Metropolitan,191
6,h,4000000,9.7,6,4,7,2051,-37.8051,145.1016,Southern Metropolitan,191
2,h,1215000,9.7,2,2,2,0,-37.8134,145.0972,Southern Metropolitan,191
5,h,2250000,9.7,5,3,2,600,-37.8061,145.0801,Southern Metropolitan,191
2,u,812000,9.7,2,1,1,206,-37.8092,145.0778,Southern Metropolitan,191
3,h,1140000,9.7,3,2,2,175,-37.8162,145.0771,Southern Metropolitan,191
3,h,2330000,9.7,3,2,1,853,-37.807,145.0635,Southern Metropolitan,191
5,h,2800000,9.7,5,3,2,678,-37.8048,145.0708,Southern Metropolitan,191
2,u,605000,9.7,2,1,1,0,-37.8152,145.0843,Southern Metropolitan,191
3,h,1255000,9.7,3,2,2,308,-37.8056,145.0788,Southern Metropolitan,191
2,h,1850000,9.7,3,1,1,1015,-37.8074,145.0826,Southern Metropolitan,191
2,u,805000,9.7,3,1,1,209,-37.8125,145.0901,Southern Metropolitan,191
3,h,700000,9.7,3,1,1,188,-37.8065,145.065,Southern Metropolitan,191
4,h,2130000,9.7,4,2,2,664,-37.8055,145.0699,Southern Metropolitan,191
2,h,500000,9.7,2,1,1,0,-37.8162,145.0841,Southern Metropolitan,191
3,h,2125000,9.7,3,2,2,699,-37.814,145.0966,Southern Metropolitan,191
4,h,1800000,9.7,3,2,2,577,-37.8032,145.0693,Southern Metropolitan,191
2,u,635000,9.7,2,1,1,0,-37.8116,145.0724,Southern Metropolitan,191
2,u,526000,9.7,2,1,1,0,-37.8144,145.0993,Southern Metropolitan,191
1,h,390000,9.7,1,1,1,740,-37.8125,145.0775,Southern Metropolitan,191
3,h,905000,9.7,3,1,2,281,-37.8013,145.0652,Southern Metropolitan,191
4,h,1750000,9.7,4,3,2,453,-37.8044,145.1006,Southern Metropolitan,191
2,t,760000,9.7,2,1,1,121,-37.8112,145.0881,Southern Metropolitan,191
4,h,3180000,9.7,4,3,4,1148,-37.8088,145.0991,Southern Metropolitan,191
3,t,1367000,9.7,3,2,2,219,-37.8125,145.0849,Southern Metropolitan,191
5,h,3600000,9.7,5,3,2,678,-37.8063,145.0705,Southern Metropolitan,191
5,h,2550000,9.7,5,3,2,642,-37.8096,145.0735,Southern Metropolitan,191
4,t,1400000,9.7,4,3,2,241,-37.8042,145.1042,Southern Metropolitan,191
4,h,3270000,9.7,4,2,4,935,-37.8157,145.0795,Southern Metropolitan,191
2,u,625000,9.7,2,1,1,115,-37.8122,145.0879,Southern Metropolitan,191
2,t,700000,9.7,2,1,1,104,-37.8061,145.0878,Southern Metropolitan,191
3,h,1860000,9.7,3,1,4,671,-37.8117,145.0775,Southern Metropolitan,191
4,h,2730000,9.7,4,3,2,674,-37.8068,145.0786,Southern Metropolitan,191
5,h,2020000,9.7,5,2,2,611,-37.8116,145.0789,Southern Metropolitan,191
2,u,460000,9.7,2,1,1,0,-37.8152,145.0839,Southern Metropolitan,191
4,h,2250000,9.7,3,1,2,832,-37.8068,145.0827,Southern Metropolitan,191
2,u,1053000,9.7,2,1,2,231,-37.8123,145.0821,Southern Metropolitan,191
3,h,1800000,9.7,3,2,2,380,-37.8161,145.0772,Southern Metropolitan,191
3,t,1472000,9.7,3,2,2,306,-37.8106,145.0848,Southern Metropolitan,191
3,h,2120000,9.7,3,1,2,651,-37.8036,145.0715,Southern Metropolitan,191
3,h,1910000,9.7,3,1,2,697,-37.8044,145.0853,Southern Metropolitan,191
2,u,754000,9.7,2,1,1,87,-37.8134,145.081,Southern Metropolitan,191
3,h,1605000,9.7,3,1,2,512,-37.807,145.0766,Southern Metropolitan,191
5,h,3000000,9.7,5,5,2,671,-37.8025,145.0665,Southern Metropolitan,191
5,h,3400000,9.7,5,6,4,739,-37.8039,145.0714,Southern Metropolitan,191
4,h,2188000,9.7,4,2,2,752,-37.8149,145.0747,Southern Metropolitan,191
2,u,755000,9.7,2,1,1,213,-37.8092,145.0789,Southern Metropolitan,191
4,h,2900000,9.7,4,3,2,596,-37.815,145.076,Southern Metropolitan,191
4,h,3290000,9.7,4,3,2,1007,-37.8135,145.0995,Southern Metropolitan,191
5,h,2665000,9.7,4,3,2,674,-37.8095,145.0782,Southern Metropolitan,191
4,h,1801000,9.7,4,2,2,583,-37.8027,145.0694,Southern Metropolitan,191
4,h,2410000,9.7,4,2,1,685,-37.8056,145.071,Southern Metropolitan,191
2,u,650000,9.7,2,1,1,0,-37.8147,145.084,Southern Metropolitan,191
4,h,2275000,9.7,4,2,1,842,-37.8054,145.0771,Southern Metropolitan,191
5,h,2810000,9.7,5,3,4,1468,-37.8131,145.1,Southern Metropolitan,191
3,t,1385000,9.7,3,2,2,190,-37.8164,145.0846,Southern Metropolitan,191
4,h,2000000,9.7,3,1,2,739,-37.8039,145.0631,Southern Metropolitan,191
4,h,1900000,9.7,4,2,1,665,-37.8057,145.0825,Southern Metropolitan,191
3,h,3401000,9.7,3,2,1,706,-37.8161,145.0748,Southern Metropolitan,191
3,h,1750000,9.7,3,2,3,613,-37.8056,145.0688,Southern Metropolitan,191
5,h,4000000,9.7,5,4,3,1437,-37.8058,145.0882,Southern Metropolitan,191
3,t,1100000,9.7,3,2,1,259,-37.8161,145.0809,Southern Metropolitan,191
5,h,3020000,9.7,5,3,2,715,-37.8028,145.0768,Southern Metropolitan,191
3,h,2950000,9.7,4,2,2,650,-37.8167,145.0797,Southern Metropolitan,191
5,h,2450000,9.7,4,2,2,981,-37.8058,145.0627,Southern Metropolitan,191
3,h,1912000,9.7,2,1,2,844,-37.8037,145.0636,Southern Metropolitan,191
2,u,730000,9.7,2,1,1,130,-37.812,145.0876,Southern Metropolitan,191
5,h,3900000,9.7,5,7,6,0,-37.8049,145.0748,Southern Metropolitan,191
3,h,1500000,9.7,3,2,2,404,-37.8075,145.1011,Southern Metropolitan,191
3,h,1850000,9.7,3,1,1,607,-37.8058,145.0781,Southern Metropolitan,191
4,h,1700000,9.7,3,1,1,672,-37.8099,145.0792,Southern Metropolitan,191
2,h,1010000,9.7,2,0,0,1611,-37.8092,145.1016,Southern Metropolitan,191
3,t,1315000,9.2,3,2,2,260,-37.7966,145.1021,Southern Metropolitan,191
3,h,1500000,9.2,3,2,1,778,-37.7939,145.0789,Southern Metropolitan,191
4,h,3230000,9.2,4,4,3,1135,-37.8014,145.0892,Southern Metropolitan,191
2,h,1080000,9.2,2,1,1,253,-37.7912,145.085,Southern Metropolitan,191
7,h,1350000,9.2,7,2,0,942,-37.7923,145.1029,Southern Metropolitan,191
4,h,1905000,9.2,4,2,2,647,-37.7917,145.0868,Southern Metropolitan,191
5,h,3300000,9.2,5,4,2,760,-37.7907,145.0907,Southern Metropolitan,191
4,h,1900000,9.2,4,2,2,642,-37.7988,145.0726,Southern Metropolitan,191
3,h,2251000,9.2,3,1,2,888,-37.8002,145.0949,Southern Metropolitan,191
4,h,2205000,9.2,4,2,2,750,-37.7906,145.0788,Southern Metropolitan,191
3,h,1265000,9.2,3,2,1,347,-37.7947,145.1035,Southern Metropolitan,191
3,h,2000000,9.2,3,1,3,772,-37.7938,145.0732,Southern Metropolitan,191
4,h,1750000,9.2,4,2,2,673,-37.7856,145.0918,Southern Metropolitan,191
3,h,1450000,9.2,3,1,2,665,-37.7862,145.0781,Southern Metropolitan,191
4,h,2614000,9.2,4,2,2,772,-37.7959,145.0787,Southern Metropolitan,191
4,h,1825000,9.2,4,2,3,736,-37.7944,145.1028,Southern Metropolitan,191
4,h,2550000,9.2,4,1,4,847,-37.7954,145.0838,Southern Metropolitan,191
4,h,1570000,9.2,4,2,1,546,-37.7863,145.0905,Southern Metropolitan,191
5,h,3250000,9.2,3,4,2,886,-37.804,145.0951,Southern Metropolitan,191
4,h,1750000,9.2,4,3,3,667,-37.7898,145.079,Southern Metropolitan,191
3,t,1150000,9.2,3,2,1,207,-37.7893,145.092,Southern Metropolitan,191
3,h,1575000,9.2,3,2,2,645,-37.7851,145.0957,Southern Metropolitan,191
6,h,1505000,9.2,4,2,2,724,-37.8021,145.0985,Southern Metropolitan,191
4,h,1572000,9.2,4,2,2,662,-37.798,145.1007,Southern Metropolitan,191
4,h,1500000,9.2,3,2,2,610,-37.784,145.0878,Southern Metropolitan,191
4,t,1400000,9.2,4,2,1,283,-37.7982,145.0688,Southern Metropolitan,191
5,h,1750000,9.2,5,3,2,705,-37.7851,145.0775,Southern Metropolitan,191
4,h,1850000,9.2,4,2,2,619,-37.8025,145.0843,Southern Metropolitan,191
3,h,1480000,9.2,3,1,2,992,-37.7977,145.1037,Southern Metropolitan,191
4,h,1400000,9.2,4,2,2,714,-37.8007,145.1002,Southern Metropolitan,191
4,h,2130000,9.2,4,3,2,1274,-37.7822,145.0907,Southern Metropolitan,191
3,u,1050000,9.2,3,2,2,244,-37.7933,145.0672,Southern Metropolitan,191
5,h,3690000,9.2,4,4,2,624,-37.802,145.0797,Southern Metropolitan,191
4,h,1740000,9.2,4,2,2,610,-37.7843,145.0891,Southern Metropolitan,191
4,h,2575000,9.2,4,3,2,657,-37.7981,145.0904,Southern Metropolitan,191
4,h,1388800,9.2,3,2,1,517,-37.783,145.0926,Southern Metropolitan,191
4,h,1702000,9.2,4,2,2,715,-37.7943,145.083,Southern Metropolitan,191
4,h,1800000,9.2,4,2,4,587,-37.7841,145.0953,Southern Metropolitan,191
4,h,2910000,9.2,4,3,2,1070,-37.7975,145.0716,Southern Metropolitan,191
2,h,1400000,9.2,2,1,1,694,-37.7941,145.1042,Southern Metropolitan,191
2,t,860000,9.2,2,2,2,204,-37.8008,145.104,Southern Metropolitan,191
4,h,1670000,9.2,4,3,2,689,-37.7871,145.0843,Southern Metropolitan,191
5,h,1500000,9.2,3,1,1,800,-37.8023,145.0976,Southern Metropolitan,191
5,h,2200000,9.2,5,3,2,900,-37.7868,145.0677,Southern Metropolitan,191
4,h,1350000,9.2,4,2,2,815,-37.794,145.1019,Southern Metropolitan,191
5,h,2070000,9.2,5,2,1,1138,-37.7928,145.1006,Southern Metropolitan,191
3,h,1300000,9.2,3,1,2,464,-37.7945,145.0667,Southern Metropolitan,191
3,h,1700000,9.2,3,2,3,763,-37.7935,145.0865,Southern Metropolitan,191
3,h,1750000,9.2,2,1,2,854,-37.7971,145.0672,Southern Metropolitan,191
3,h,980000,9.2,3,1,1,542,-37.7832,145.0779,Southern Metropolitan,191
3,h,1230000,9.2,3,3,1,310,-37.7949,145.1014,Southern Metropolitan,191
7,h,2600000,9.2,5,3,3,637,-37.7898,145.0967,Southern Metropolitan,191
4,h,1950000,9.2,3,3,2,665,-37.7889,145.0904,Southern Metropolitan,191
